listing_id,host_name,last_review,price,nbhood_full,description,room_type
35154571,Harold Huengue,2019-06-23,250.0,"Manhattan, Hell's Kitchen",Beautiful 2BR APT in Hell's Kitchen!,entire home/apt
35154668,The Manhattan Club,2019-07-05,399.0,"Manhattan, Midtown",Studio - Steps from Central Park and Times Square,private room
35154803,The Manhattan Club,2019-06-22,399.0,"Manhattan, Midtown",Modern City Suites - Near Central Park,private room
35154913,The Manhattan Club,2019-07-07,399.0,"Manhattan, Midtown",Two Bathroom Suite steps from Central Park,private room
35155176,Vanessa,2019-06-16,500.0,"Brooklyn, Williamsburg",2BEDROOM APARTMENT NY CITY,entire home/apt
35155188,Melissa,2019-06-28,179.0,"Manhattan, West Village",My Lovely and Spacious Home in the West Village :),entire home/apt
35155925,Leslie,2019-06-28,420.0,"Manhattan, Hell's Kitchen",Amazing 3BR 2B Apt in Times Square,entire home/apt
35156439,Johselyn,2019-07-03,279.0,"Manhattan, Upper East Side",Our lovely 3 Bedroom in the Upper East Side :),entire home/apt
35156995,Traylor,2019-06-14,125.0,"Brooklyn, Fort Greene",Charming Brooklyn Brownstone,private room
35158358,Doug,2019-07-06,150.0,"Manhattan, Upper West Side","UWS beauty, quaint, Central Park is 1 block",entire home/apt
35158765,Justen,2019-07-01,229.0,"Manhattan, Upper East Side",Spacious + Modern 2 BR 1.5 Bath in premium UES,entire home/apt
35160399,Gulshan,2019-06-03,99.0,"Brooklyn, Cypress Hills",2 bedroom house 15 min from Jfk,entire home/apt
35160406,Kamara,2019-06-08,86.0,"Brooklyn, East Flatbush",Quaint Essential,entire home/apt
35160490,Kristina,2019-06-22,90.0,"Queens, Rego Park","Closed to any kind of restaurant, mall",private room
35160771,Soner,2019-06-24,140.0,"Manhattan, East Harlem",Luxury 1 bedroom apt closet to Central park.,entire home/apt
35161225,Eduardo,2019-06-20,499.0,"Manhattan, Chelsea",‚≠ê Oversized 4BR Loft In Prime Location!,entire home/apt
35161717,Haffro,2019-06-10,125.0,"Manhattan, East Village",Sunset Suite in Spectacular E. Village Penthouse!,private room
35162306,Gary,2019-06-29,60.0,"Brooklyn, Williamsburg","Private Sunny Room in Williamsburg, Brooklyn - NY",private room
35162513,Princess,2019-06-29,110.0,"Brooklyn, Bedford-Stuyvesant",YAYA's COZY One-Bedroom in a Beautiful Brownstone,entire home/apt
35163045,Shelley,2019-06-25,66.0,"Brooklyn, Windsor Terrace",Cozy Brooklyn Bedroom in Art-Filled Apartment,private room
35163190,Emily,2019-07-01,130.0,"Queens, Ditmars Steinway",Big 1 bedroom apartment 15 minutes from Manhattan!,entire home/apt
35163290,Mara,2019-07-01,365.0,"Manhattan, Midtown",The Manhattan Club Luxury Junior Suite,private room
35163461,Emiliano,2019-06-09,319.0,"Manhattan, East Village",Beautiful 3bd Village Home,entire home/apt
35163692,Peter,2019-06-22,57.0,"Manhattan, Harlem",Massive NYC Getaway 20 mins to time square with AC,private room
35164652,Kinga,2019-06-24,195.0,"Staten Island, Arrochar",Summer Retreat In New Modern Apartment,entire home/apt
35165258,Kate And Jason,2019-07-05,500.0,"Manhattan, Chelsea",3 Bedroom by MSG + Empire State,entire home/apt
35165581,Arian,2019-06-30,70.0,"Bronx, Morrisania",Home of the Yankees,private room
35166290,Wada,2019-06-20,55.0,"Manhattan, Harlem","OCEAN Room only for ‚Äú1 lady‚Äù
Solo Travelers !!!!!",private room
35166495,Ej,2019-06-28,600.0,"Manhattan, Tribeca",Gorgeous & Spacious Tribeca Loft Style Apartment,entire home/apt
35166514,Danny,2019-07-01,150.0,"Queens, Howard Beach",One bedroom Apt with Balcony located close to JFK,entire home/apt
35166718,Juliana,2019-06-02,120.0,"Manhattan, Chelsea",PRIME NOMAD: MASSIVE ROOM IN BOHEMIAN ART LOFT,private room
35166913,Vineet,2019-06-15,229.0,"Manhattan, Midtown",City Outside! Tranquility Inside +Private Terrace,entire home/apt
35167097,Juliana,2019-06-01,125.0,"Manhattan, Flatiron District",Big Room w Private Entrance in Bohemian Art Loft,private room
35167554,David,2019-07-01,55.0,"Queens, East Elmhurst",Cozy and private room close to LGA.,private room
35167683,Alexey,2019-06-23,209.0,"Manhattan, Hell's Kitchen",Great Studio in Hells Kitchen Next to Times Square,entire home/apt
35168463,Dianne,2019-06-30,75.0,"Queens, Rosedale",Grace and Peace,private room
35169758,Orit,2019-06-16,28.0,"Bronx, Port Morris",Mott Haven Dorm GG,shared room
35175500,Rachel,2019-06-21,210.0,"Manhattan, Hell's Kitchen",Fantastic Apartment in Manhattan Center,entire home/apt
35177453,Lauren,2019-06-23,170.0,"Manhattan, Upper East Side",Charming One Bedroom on the Upper East Side,entire home/apt
35181903,Susan,2019-07-01,450.0,"Brooklyn, Windsor Terrace",Stunning Park Slope Duplex (15 Mins to Manhattan!),entire home/apt
35182164,Camille-Bettina,2019-06-13,51.0,"Brooklyn, Prospect-Lefferts Gardens",Big Ole Bed in BK,private room
35182672,Tom,2019-06-30,88.0,"Bronx, Concourse",Steps to Yankee Stadium ‚öæ Minutes to Times Square,entire home/apt
35183293,Susan,2019-07-01,165.0,"Brooklyn, South Slope",Park Slope Studio w/3 beds (15 Mins to Manhattan!),entire home/apt
35183442,David,2019-07-04,100.0,"Brooklyn, Bay Ridge",2  Big Rooms in Brooklyn NY 1 block  from Subway!,private room
35184104,Abshan,2019-06-10,140.0,"Manhattan, East Harlem",Bedroom in Penthouse Apartment,private room
35185863,Eleanor,2019-06-30,195.0,"Brooklyn, South Slope",Bright Park Slope 2 Bed (15 Minutes to Manhattan!),entire home/apt
35186244,Jenna,2019-07-02,140.0,"Bronx, Williamsbridge",Relax in our Modern & Cozily renovated Urban Oasis,entire home/apt
35186258,Adriana,2019-06-30,131.0,"Manhattan, Kips Bay",Nice and cozy Studio in Midtown Manhattan,entire home/apt
35186445,Mike,2019-06-23,163.0,"Manhattan, Hell's Kitchen",AMAZING 1 BEDROOM !!! NEAR TIMES SQUARE,entire home/apt
35187654,Anya,2019-07-05,995.0,"Manhattan, West Village",WEST VILLAGE Duplex Diamond,entire home/apt
35187770,Bryan,2019-07-05,275.0,"Brooklyn, Bushwick","LUXURY LOFT 20 MIN TO MANHATTAN - GYM,ROOF&LAUNDRY",entire home/apt
35187992,Joanne,2019-07-07,70.0,"Brooklyn, Bushwick",Cozy Airy w/Plenty of Sunlight Decatur 3FL RM#3,private room
35188017,Rachel,2019-07-02,348.0,"Manhattan, East Village",Gorgeous 2BR Apartment in East Village,entire home/apt
35188430,Alyssa,2019-06-05,60.0,"Brooklyn, Bushwick","Spacious Bushwick Room, 5 min walk to L & M Train",private room
35188790,Jenny,2019-07-05,60.0,"Brooklyn, Bushwick",Spacious & Sunny Decatur 2F Room#3,private room
35189086,Jenny,2019-06-24,70.0,"Brooklyn, Bushwick",Warm Cozy Decatur 2F bedroom #4,private room
35189297,Ian,2019-06-23,159.0,"Brooklyn, Bedford-Stuyvesant",Bright 2BR in Bed-Stuy (20 Minutes to Manhattan!),entire home/apt
35189446,Ed,2019-06-23,200.0,"Manhattan, Hell's Kitchen",Spacious And Sunny Luxurious 1 Bedroom Apartment,entire home/apt
35189990,Yonaton,2019-06-16,395.0,"Brooklyn, Crown Heights","Spacious 5 BED, 2 Full BATH (15 mins to Manhattan)",entire home/apt
35190131,Valentin,2019-06-28,150.0,"Manhattan, Hell's Kitchen",BIG 1 BDR Apartment -close to Times Square,entire home/apt
35191909,Margaret,2019-06-02,198.0,"Manhattan, Harlem",HUGE Manhattan Apt. right next to Central Park,entire home/apt
35192077,Moun,2019-06-28,165.0,"Manhattan, East Village",Lovely studio in the heart of East Village,entire home/apt
35192314,Anthony,2019-07-03,500.0,"Manhattan, Hell's Kitchen",Born to Be ALIVE in Hell's Kitchen,entire home/apt
35193964,Sherwin,2019-07-07,500.0,"Manhattan, Murray Hill",Breathtaking Balcony Views in the Big Apple,entire home/apt
35195580,Merche,2019-06-09,319.0,"Manhattan, East Harlem",Modern Oversized 3bedroom Home,entire home/apt
35195898,Rawan,2019-07-03,150.0,"Manhattan, Hell's Kitchen",Modern one-bedroom in heart of Manhattan,entire home/apt
35195915,Alexis,2019-07-07,300.0,"Manhattan, Chelsea",Chelsea HIGHLINE Prime Location,entire home/apt
35196057,Alan,2019-06-26,295.0,"Manhattan, Harlem",Beautiful Renovated Duplex in Historic Townhouse,entire home/apt
35196099,Frances,2019-07-07,150.0,"Manhattan, Upper West Side",Ornate cozy Victorian studio at Central Park,entire home/apt
35196447,Ben,2019-07-01,369.0,"Brooklyn, Bushwick",Private Duplex with the BEST views of Manhattan,entire home/apt
35196648,Peter,2019-06-14,59.0,"Manhattan, Harlem","Gigantic room 1 block to train with AC, fast WIFI",private room
35196787,Robert,2019-07-07,95.0,"Queens, Astoria",Great Astoria Apartment,entire home/apt
35197041,Zach,2019-06-25,329.0,"Brooklyn, Boerum Hill",The Cobble Hill Experience 3 Bedroom,entire home/apt
35197107,Lovlee,2019-07-01,100.0,"Queens, Jamaica",***Entire Apartment 5 mins to JFK***,entire home/apt
35197207,Marilena,2019-06-26,100.0,"Brooklyn, Bath Beach",Spacious bedroom w/ private bathroom! TRULY LOVELY,private room
35197271,Maria & Sam,2019-06-22,444.0,"Manhattan, Chelsea",Gorgeous Bright Chic NYC 2Bath in Chelsea,entire home/apt
35197281,Brian,2019-06-23,250.0,"Manhattan, Greenwich Village",BEAUTIFUL APARTMENT IN THE CENTER OF WEST VILLAGE,entire home/apt
35197500,Mo,2019-07-08,150.0,"Queens, Queens Village",Spacious 1 BR W/ adjustable Queen bed. Comfy!,entire home/apt
35198287,Lucy,2019-07-05,550.0,"Brooklyn, Williamsburg",Light-filled Williamsburg Loft,entire home/apt
35199871,Mehmet,2019-06-25,50.0,"Brooklyn, Bedford-Stuyvesant",Yellow Room,private room
35202508,Jonathan,2019-07-02,200.0,"Manhattan, Hell's Kitchen",Stylish Home Near Hells Kitchen,entire home/apt
35202605,Maggie,2019-06-30,250.0,"Manhattan, East Harlem",Modern Manhattan 2 bedroom apartment,entire home/apt
35206134,David,2019-06-16,375.0,"Manhattan, Hell's Kitchen",Outstanding 2 bedrooms close to Times Square,entire home/apt
35212471,Ignacio,2019-06-29,395.0,"Manhattan, Hell's Kitchen",Bright & stylish 2BR in Manhattan,entire home/apt
35215644,Elena,2019-07-06,280.0,"Manhattan, Financial District",Stylish 2 BR Apartment in downtown Manhattan,entire home/apt
35217816,Caroline,2019-06-30,300.0,"Brooklyn, Bedford-Stuyvesant","Modern 3 BR, 2 BATH Triplex (Washer/Dryer)",entire home/apt
35217833,Carol & Ashley,2019-06-26,225.0,"Manhattan, East Village","My Home is your Home, cozy East Village",entire home/apt
35219177,Peter,2019-06-23,59.0,"Manhattan, Harlem","Young adults getaway 20mins to time square,AC room",private room
35219812,Fiona,2019-06-28,45.0,"Brooklyn, Crown Heights","Cute Brooklyn Nook on Quiet, Tree-lined Street",private room
35220162,Northern Star Realty,2019-07-03,96.0,"Queens, Flushing",Private Cozy Studio in Flushing(5K),entire home/apt
35220477,Yehoshua,2019-06-30,275.0,"Brooklyn, Crown Heights","Bright, Crown Heights 2BR (15 Mins to Manhattan!)",entire home/apt
35220744,Liz,2019-06-30,305.0,"Manhattan, Hell's Kitchen",Amazing Views in The Heart of Time Square,entire home/apt
35220898,Pauline,2019-06-10,71.0,"Brooklyn, Williamsburg",Cozy and bright room in Williamsburg,private room
35220970,Florian,2019-06-28,90.0,"Manhattan, Midtown",Quiet and cosy room in Midtown Manhattan,private room
35220992,Imelda,2019-06-30,45.0,"Queens, Woodhaven","Lovely Fam hse, one  lg quest private BR on 2nd fl",private room
35221421,Harun,2019-06-17,50.0,"Brooklyn, Williamsburg",Ind√©pendant space in charming Williamsburg.,entire home/apt
35221845,Salma,2019-06-23,114.0,"Manhattan, Harlem",Talk about a great location! Close to everything!,entire home/apt
35222567,Gladwyn,2019-06-29,110.0,"Brooklyn, Canarsie",The Shunammite Room - 2 Kings 4:10,private room
35222909,Kailyn,2019-07-01,175.0,"Manhattan, East Village","Bright, quiet EV 1br w/ courtyard- perfect loca!",entire home/apt
35223189,Albert,2019-07-01,260.0,"Brooklyn, Crown Heights","Spacious, Crown Heights 3BR (15 mins to Manhattan)",entire home/apt
35223869,Harrison,2019-06-24,209.0,"Brooklyn, Fort Greene","Fort Greene Park Hideaway! Quiet, Sunny, and Cozy",entire home/apt
35224304,Crystal,2019-06-28,125.0,"Staten Island, Grymes Hill",Spacious Home Away from Home,entire home/apt
35224490,Mendy,2019-06-25,249.0,"Manhattan, Theater District",Brand New 2 Bedroom Apartment Next To Times Square,entire home/apt
35224560,Any,2019-06-02,55.0,"Queens, Sunnyside",Amanecer espectacular con terraza privada,private room
35225375,Hanya,2019-06-17,490.0,"Brooklyn, Williamsburg",One Of The Kind Loft „ÄäWilliamsburg„Äã,entire home/apt
35225838,Lizzie,2019-07-01,45.0,"Brooklyn, Bushwick",Cozy room in an apartment in Bushwick!,private room
35226973,Maria Rosario,2019-07-07,900.0,"Manhattan, Upper West Side",Stunning UWS Apartment,entire home/apt
35227165,Seymur,2019-07-04,225.0,"Brooklyn, Williamsburg",Huge 1br/studio in the heart of Williamsburg,entire home/apt
35228252,Darlene & Richard,2019-06-02,205.0,"Manhattan, East Village",LARGE PERFECT 1 bedroom Clean and Chic w/ JACUZZI,entire home/apt
35228797,Marietta,2019-06-23,360.0,"Manhattan, Upper West Side",Great 2 bedrooms close to Central Park,entire home/apt
35229075,Ralph,2019-06-25,320.0,"Manhattan, Upper East Side",Amazing 2 bedrooms in the heart of the Upper East,entire home/apt
35229201,Erik,2019-06-28,85.0,"Manhattan, Hell's Kitchen",Beautiful Shared Place in Hell's Kitchen,shared room
35229312,Melissa,2019-06-30,55.0,"Brooklyn, Kensington",Sunny Spacious NYC Location,private room
35229609,Denis,2019-07-01,189.0,"Manhattan, Hell's Kitchen",Prime Trendy Hells Kitchen Cozy Studio,entire home/apt
35230465,Jessica,2019-06-22,500.0,"Manhattan, East Village",East Village Gem 2/2,entire home/apt
35230828,Austin,2019-06-30,225.0,"Manhattan, Kips Bay",Tri-Level Apartment W/ Balcony Empire State Views,entire home/apt
35230999,Nazarena,2019-06-25,400.0,"Manhattan, Kips Bay",Marvelous apartment in KipsB,entire home/apt
35231242,Julie & Brian,2019-07-05,900.0,"Manhattan, Chelsea",ONE HOTEL STYLE DUPLEX - 5 STARS,entire home/apt
35231663,Guillard,2019-06-14,89.0,"Brooklyn, Bushwick",Room in a Luxury Apartment + Gym + AC + Laundry,private room
35231903,Ani,2019-07-01,170.0,"Manhattan, Hell's Kitchen",Times  Square area  - Cute 1 Bedroom Apartment,entire home/apt
35231916,Joy,2019-06-23,65.0,"Queens, Long Island City",Stay in LIC- Only 10 Minutes From Midtown!,private room
35233074,Thiago,2019-07-01,275.0,"Queens, Long Island City",Spacious Duplex Family Home | 10 min to Midtown,entire home/apt
35233649,Noor,2019-07-02,295.0,"Brooklyn, Crown Heights",Casa Renovare (Recycle House) Crown Heights 4BR,entire home/apt
35233704,Roberta,2019-07-06,50.0,"Queens, Astoria",Roberta's New York Paradise,private room
35233790,Lucas,2019-06-22,75.0,"Brooklyn, Williamsburg",1 Bedroom in Luxury Williamsburg building,private room
35233799,Rafael,2019-06-29,49.0,"Queens, East Elmhurst",Elmhurst Front Bedroom,private room
35233897,Lauren,2019-06-23,90.0,"Manhattan, Financial District",Private room in the Financial District!,private room
35233962,Lenny,2019-06-09,350.0,"Manhattan, Midtown",Beautiful 1BR Apt. by Times Square and Bryant Park,entire home/apt
35233998,Angela,2019-06-16,599.0,"Brooklyn, Cobble Hill","Spacious & Bright 3BRs Near Subways, Parks, Shops",entire home/apt
35235212,Masum,2019-06-30,36.0,"Queens, Corona",Feel like a home & few steps walking to City Mall.,private room
35235326,Angelica,2019-07-02,70.0,"Brooklyn, Bushwick",New private studio & separate entry for adults,private room
35235379,Masum,2019-07-07,36.0,"Queens, Corona","Feel Like a Home,Shopping Mall Walking Distance !!",private room
35235701,Carlos,2019-06-08,70.0,"Queens, Flushing",Room for travel and work,private room
35236795,Zara,2019-06-16,230.0,"Brooklyn, Williamsburg",Spacious Apartment in the heart of Williamsburg,entire home/apt
35238264,Tomer,2019-06-02,100.0,"Manhattan, Morningside Heights",Gorgeous Two Bedroom Apartment Columbias Campus,private room
35238691,Dani,2019-06-08,95.0,"Brooklyn, Williamsburg",Sunnny & Huge bedroom with Plants,private room
35240989,Austin,2019-06-10,179.0,"Manhattan, Harlem",Gorgeous One Bedroom Apartment With Private Garden,entire home/apt
35247268,Alex,2019-07-04,330.0,"Manhattan, Hell's Kitchen",‚òïPerfect 2-bdr close to Times Square ‚ú®,entire home/apt
35249301,Noe,2019-06-13,349.0,"Manhattan, Greenwich Village",Spacious 2Bedroom Village Home,entire home/apt
35249458,Kurt,2019-06-21,75.0,"Bronx, Concourse Village",Light-filled comfortable entire apartment,entire home/apt
35250568,Lina,2019-06-15,140.0,"Queens, Astoria",COMFORT & CONVENIENCE IN THE BEST ASTORIA LOCATION,entire home/apt
35251947,Sam,2019-07-06,200.0,"Queens, Rockaway Beach",Light-Filled Apartment with Beach Views,entire home/apt
35253668,Ken,2019-06-26,60.0,"Queens, Springfield Gardens",Room/house nearby JFK airport Spri,private room
35257081,Benat,2019-06-30,50.0,"Manhattan, Harlem",Private Room in Manhattan 15 min. from Midtown!,private room
35257699,Milica,2019-07-01,255.0,"Manhattan, Hell's Kitchen",Hell's Kitchen /Times Sq - Comfortable 2 BDR Flat,entire home/apt
35257756,Frankie,2019-06-12,100.0,"Manhattan, West Village",Perfect Room in the heart of the West Village,private room
35258971,Dem,2019-07-07,170.0,"Brooklyn, Bedford-Stuyvesant",3 Bedroom duplex in 2 Family House Brooklyn,entire home/apt
35259569,Ula,2019-06-12,59.0,"Brooklyn, Bedford-Stuyvesant",Huge Private Suite in shared apt,private room
35260885,Ignacio,2019-07-03,249.0,"Manhattan, Financial District",Modern Apt with Beautiful Views in Manhattan,entire home/apt
35261255,Shihui,2019-06-08,80.0,"Queens, Long Island City",Long Island City Luxury Studio for Rent,entire home/apt
35261651,Irma,2019-06-19,99.0,"Manhattan, Upper East Side",Furnished large room in 2br apt for Female on UES,private room
35261660,Alesh,2019-07-01,245.0,"Brooklyn, Crown Heights","Crown Heights 3BR, 2 BATH (15 mins to Manhattan!)",entire home/apt
35262429,Omar,2019-07-03,67.0,"Brooklyn, Bushwick",Cute Bright 1 Bedroom apartment in Bushwick,entire home/apt
35262444,Héctor,2019-07-06,66.0,"Manhattan, Washington Heights",Room in Minimalist Apartment,private room
35262475,Alesh,2019-07-01,250.0,"Brooklyn, Crown Heights","Bright 3BR, 2 FULL BATH (15 MINS to MANHATTAN!)",entire home/apt
35263825,Mark,2019-06-30,50.0,"Bronx, Mott Haven",Lush apartment with space and charm.,private room
35263872,George,2019-06-22,109.0,"Manhattan, Morningside Heights",Lovely private bedroom by Columbia University,private room
35264702,George,2019-07-07,109.0,"Manhattan, Morningside Heights",Cozy Private Bedroom By Columbia University,private room
35265786,Leila,2019-07-01,80.0,"Queens, Astoria",Cozy bedroom in Long Island City,private room
35265962,Carlos,2019-06-27,50.0,"Manhattan, Harlem",Sunny & Clean Apartment,private room
35266157,Gregory,2019-07-07,289.0,"Brooklyn, Cobble Hill","Spacious 2BR+Kitchenette Near Parks, Cafes, Subway",entire home/apt
35266495,Helen,2019-06-10,210.0,"Manhattan, Upper East Side",Cozy 1 bedroom apt in Manhattan,entire home/apt
35266709,Hyunsung,2019-07-08,75.0,"Queens, Flushing",A room in 3-bedroom apartment,shared room
35267090,Carena,2019-07-01,125.0,"Brooklyn, Crown Heights",Spacious Apartment perfect to relax and enjoy .,entire home/apt
35267761,Luna,2019-06-30,70.0,"Queens, East Elmhurst",Casa Luna LGA Airport,private room
35269083,Julie,2019-06-25,120.0,"Brooklyn, Bedford-Stuyvesant",Large and bright one bedroom in bedstuy,entire home/apt
35275920,Luke,2019-06-30,75.0,"Queens, Rockaway Beach",Cozy summer relaxation,private room
35277302,Mutaz,2019-06-10,79.0,"Manhattan, Washington Heights",Elegant Room in Upper Manhattan-18min Time Square,private room
35282577,Ken,2019-06-12,50.0,"Queens, Springfield Gardens",Springfield Room rental,private room
35282883,Brandon And Emily,2019-07-03,250.0,"Manhattan, Financial District",Mesmerizing city views Financial District/Wall st,entire home/apt
35283406,Danielle,2019-06-18,160.0,"Brooklyn, Fort Greene","Artist Charming 1Bedroom in Ft Greene,  by park",entire home/apt
35283631,Kevin,2019-06-23,80.0,"Manhattan, Harlem","1 room available in Manhattan 3, A, B, C, D trains",private room
35283648,Joseph,2019-07-07,235.0,"Queens, East Elmhurst",Luxury 3 bedroom home close to LaGuardia 8 guests,entire home/apt
35284472,Lorand,2019-06-08,42.0,"Queens, Ridgewood",Cozy bedroom,private room
35284533,Sonydelane,2019-06-29,250.0,"Queens, Long Island City",City Gem 15 minutes from Midtown Manhattan,entire home/apt
35285031,Mark,2019-07-01,149.0,"Queens, East Elmhurst",Luxury and stylish 2-BR condo clsoe to LGA Airport,entire home/apt
35287395,Diego,2019-07-07,60.0,"Queens, Richmond Hill",Room # 5 Near from JFK & LGA Diner 7/24 open,shared room
35288505,Daniel,2019-06-28,95.0,"Brooklyn, Bedford-Stuyvesant",Trendy & Modern Bushwick Brooklyn Apartment,private room
35288933,Michael,2019-07-01,350.0,"Queens, Ridgewood",HUGE LGBT Townhouse w KingBed & Backyard @Bushwick,entire home/apt
35289004,Annmarie,2019-06-22,78.0,"Queens, Sunnyside",BEST LOCATION IN SUNNYSIDE-15 MINUTES TO MANHATTAN,entire home/apt
35289875,Carlos,2019-06-23,124.0,"Queens, Middle Village",JUST 4.4 MILES FROM MANHATTAN NEAR TRAIN,entire home/apt
35290739,Jude,2019-06-22,150.0,"Manhattan, Financial District",EXPERIENCE LUXURY IN AIRBNB,shared room
35291681,Fenny,2019-06-21,60.0,"Queens, Elmhurst","COZY Private Room, Queens/Jackson Heights/Elmhurst",private room
35292625,Maria,2019-06-05,86.0,"Manhattan, Hell's Kitchen",Room-cabin in Hell's kitchen,private room
35297214,Viberlyn,2019-06-24,2995.0,"Manhattan, Chelsea",Amazing Chelsea 4BR Loft!,entire home/apt
35301609,Beka And Strat,2019-06-07,69.0,"Brooklyn, Prospect-Lefferts Gardens",Brownstone Brooklyn Private Room with a View,private room
35301999,Heather,2019-06-20,145.0,"Manhattan, Hell's Kitchen",Cozy NYC Studio in Hell‚Äôs Kitchen/ Midtown West,entire home/apt
35304831,Angie,2019-06-15,125.0,"Manhattan, Hell's Kitchen",COZY 2BR AT TIMES SQUARE  - IN HEART OF MANHATTAN,entire home/apt
35304884,John,2019-06-27,199.0,"Manhattan, NoHo",Prime Modern 2 BR East Village Apt nearby Subway,entire home/apt
35305083,Sydney,2019-06-24,229.0,"Manhattan, Upper East Side",Charming English Basement Studio,entire home/apt
35309370,Chris,2019-06-15,180.0,"Brooklyn, Williamsburg",SUNNY Entire Apartment in Williamsburg BROOKLYN,entire home/apt
35310307,Nick,2019-06-16,62.0,"Queens, Long Island City",Close to manhattan but way out of the hustle,private room
35310394,John Ari,2019-07-06,480.0,"Manhattan, Theater District",Beautifu 3 BR in Times Sq: Best Location in NYC,entire home/apt
35311495,Ruby,2019-06-22,120.0,"Manhattan, Midtown",Manhattan Best Location Comfortable Space -1~2p,private room
35313119,Mindy,2019-07-01,249.0,"Brooklyn, Bushwick",Beautiful light and airy 2 bed in luxury building,entire home/apt
35313296,Juan,2019-07-07,300.0,"Manhattan, Hell's Kitchen",Amazing Charm 1 bedroom Convertible 2 bedroom,entire home/apt
35313576,Josh,2019-07-07,198.0,"Brooklyn, Williamsburg",Sun filled gem in the heart of Williamsburg,entire home/apt
35314165,Stanislaw,2019-07-02,250.0,"Manhattan, Hell's Kitchen",MODERN 3 BEDROOM APARTMENT NEAR CENTRAL PARK,entire home/apt
35314242,Gabrielle,2019-06-30,66.0,"Manhattan, Washington Heights","A Private and Comfy, Bohemian  Room",private room
35314580,Sheryl,2019-06-26,335.0,"Manhattan, Hell's Kitchen",Fabulous 3BR in Prime Times Square,entire home/apt
35314647,Ken,2019-06-12,95.0,"Queens, Springfield Gardens","Near JFK and LIRR, Room",private room
35314884,Lucas,2019-06-30,300.0,"Queens, Astoria",Modern Family Home w/ Patio | 10 min to Manhattan,entire home/apt
35315156,Christy,2019-06-21,330.0,"Manhattan, Chelsea",Luxury 2 BR Home in Hudson Yards,entire home/apt
35315271,Billy,2019-06-23,131.0,"Brooklyn, Williamsburg",Design haven with private backyard & greenhouse,entire home/apt
35315486,Ana,2019-07-04,305.0,"Manhattan, Chelsea",Amazing 2 Bedroom Apt in Prime Chelsea,entire home/apt
35315865,Kasia,2019-06-22,250.0,"Manhattan, Gramercy",Classy Gramercy Apartment,entire home/apt
35315907,Amhalise,2019-06-30,200.0,"Brooklyn, Bedford-Stuyvesant",Clean minimal 2 bedroom top floor apartment,entire home/apt
35316337,Darry,2019-06-27,30.0,"Brooklyn, Borough Park",B- BEAUTIFUL CLASSIC SHARED ROOM DOORM STYLE WIFI,shared room
35317010,Arva,2019-07-01,250.0,"Manhattan, Harlem",Brownstone Duplex in Heart of Community,entire home/apt
35317854,Wenying,2019-06-23,165.0,"Manhattan, Upper West Side",Lincoln Center Luxury River View High Rise Condo,entire home/apt
35318634,Angie,2019-06-21,260.0,"Manhattan, Upper East Side",Boho Chic Apartment short walk from Central Park!,entire home/apt
35318863,Omer,2019-06-26,145.0,"Manhattan, Hell's Kitchen",Amazing apartment Times Square,entire home/apt
35318942,Tina,2019-06-12,140.0,"Manhattan, Upper East Side",Spacious room in Manhattan Upper East Size,private room
35319394,Ajamu,2019-07-02,150.0,"Brooklyn, Prospect-Lefferts Gardens",Luxury Brooklyn apartment private clean,entire home/apt
35319902,Ken,2019-07-07,70.0,"Queens, Springfield Gardens",Room in queens,private room
35320280,Ken,2019-06-29,41.0,"Queens, Springfield Gardens",Room for jfk passengers,private room
35321064,Katherine,2019-06-23,69.0,"Bronx, Kingsbridge",A Peaceful getaway for individuals or couples.,private room
35321365,William,2019-06-30,119.0,"Brooklyn, Bushwick",Prime Bushwick Spacious Studio,entire home/apt
35328951,Lianne,2019-06-12,185.0,"Manhattan, Lower East Side",Lower East Side 2 Bedroom,entire home/apt
35329913,Mariana,2019-07-01,125.0,"Brooklyn, Bedford-Stuyvesant",Charming Brooklyn Garden apt - historic Macdonough,entire home/apt
35330887,Janee,2019-07-01,220.0,"Manhattan, Midtown","Large Studio near Time Square, UN, and much more!",entire home/apt
35330965,Michael,2019-06-29,550.0,"Manhattan, Hell's Kitchen",Luxury 360 City views in Manhattan close to T Sq,entire home/apt
35332679,Peter,2019-06-16,100.0,"Brooklyn, Bedford-Stuyvesant",Brownstone apartment in cozy Brooklyn neighborhood,entire home/apt
35334485,371,2019-07-04,225.0,"Brooklyn, Bushwick",NEW LUXURY BUSHWICK BUILDING,entire home/apt
35335248,Joshua,2019-06-23,86.0,"Manhattan, Harlem","Spacious, bright and modern private room for two.",private room
35335762,Noah,2019-06-14,270.0,"Manhattan, West Village",West Village Loft on the water,entire home/apt
35336447,Pam And Dali,2019-06-30,69.0,"Brooklyn, Flatbush",Sunny and homey private room with bathroom,private room
35336938,Ken,2019-06-23,90.0,"Queens, Springfield Gardens",Room in queens house for rent,private room
35336972,Nia,2019-06-27,63.0,"Brooklyn, Bedford-Stuyvesant",Sun-filled Plant Oasis Bedroom w/ Private Bathroom,private room
35337180,G,2019-06-24,350.0,"Manhattan, East Harlem","3BR/1.5BA East Harlem - Families, Space , Quiet!",entire home/apt
35337525,Holly,2019-07-06,121.0,"Brooklyn, Williamsburg",Charming One Bedroom in Central Williamsburg,entire home/apt
